yyyymmddhh,lat,long,rainfall-total
2013063021,49.875,29.125,0.01
2013063021,49.875,29.375,0.01
2013063021,49.875,29.625,0.01
2013063021,49.875,31.375,0.55
2013063021,49.875,31.625,0.15
2013063021,49.875,31.875,0.03
2013063021,49.875,32.125,0.03
2013063021,49.875,35.875,0.03
2013063021,49.875,75.875,0.75
2013063021,49.875,76.125,0.54
2013063021,49.875,76.375,0.22
2013063021,49.875,76.625,0.07
2013063021,49.875,76.875,0.00
2013063021,49.875,86.375,2.01
2013063021,49.875,86.625,2.54
2013063021,49.875,106.125,0.69
2013063021,49.875,-100.125,3.14
2013063021,49.875,-99.625,0.18
2013063021,49.875,-97.125,5.08
2013063021,49.625,29.125,0.01
2013063021,49.625,29.375,0.05
2013063021,49.625,29.625,0.00
2013063021,49.625,31.375,0.37
2013063021,49.625,31.625,0.12
2013063021,49.625,31.875,2.40
2013063021,49.625,32.625,2.01
2013063021,49.625,75.875,0.27
2013063021,49.625,76.125,0.10
2013063021,49.625,76.375,0.02
2013063021,49.625,76.625,0.00
2013063021,49.625,105.875,2.26
2013063021,49.625,-97.125,5.27
2013063021,49.375,29.125,0.03
2013063021,49.375,29.375,33.98
2013063021,49.375,30.125,6.27
2013063021,49.375,32.625,14.37
2013063021,49.375,32.875,17.91
2013063021,49.375,77.875,2.38
2013063021,49.375,78.625,0.53
2013063021,49.375,105.625,20.79
2013063021,49.375,105.875,21.38
2013063021,49.375,106.375,3.66
2013063021,49.375,123.625,0.06
2013063021,49.375,124.125,0.27
2013063021,49.375,-97.625,0.01
2013063021,49.375,-97.375,3.38
2013063021,49.125,29.375,53.91
2013063021,49.125,29.625,0.01
2013063021,49.125,29.875,27.16
2013063021,49.125,30.125,21.14
2013063021,49.125,30.625,0.06
2013063021,49.125,30.875,0.06
2013063021,49.125,32.125,0.27
2013063021,49.125,32.625,2.64
2013063021,49.125,32.875,5.47
2013063021,49.125,33.125,0.00
2013063021,49.125,75.625,0.00
2013063021,49.125,76.125,0.07
2013063021,49.125,77.875,1.53
2013063021,49.125,105.375,6.98
2013063021,49.125,105.875,0.84
2013063021,49.125,123.625,0.12
2013063021,49.125,124.125,1.08
2013063021,49.125,124.375,1.66
2013063021,49.125,124.625,1.51
2013063021,49.125,125.125,0.05
2013063021,49.125,-97.375,0.08
2013063021,48.875,29.375,15.51
2013063021,48.875,31.125,0.00
2013063021,48.875,38.125,0.23
2013063021,48.875,85.625,0.57
2013063021,48.875,85.875,0.08
2013063021,48.875,104.625,20.92
2013063021,48.875,123.125,0.38
2013063021,48.875,123.375,1.25
2013063021,48.875,123.625,0.25
2013063021,48.875,123.875,10.58
2013063021,48.875,124.125,15.94
2013063021,48.875,124.375,18.86
2013063021,48.875,124.625,10.41
2013063021,48.875,124.875,1.74
2013063021,48.875,125.125,0.28
2013063021,48.875,-97.125,0.00
2013063021,48.625,31.375,0.07
2013063021,48.625,31.625,0.03
2013063021,48.625,75.875,0.00
2013063021,48.625,85.625,0.00
2013063021,48.625,103.625,0.02
2013063021,48.625,103.875,10.15
2013063021,48.625,104.125,9.08
2013063021,48.625,104.375,27.78
2013063021,48.625,104.625,5.35
2013063021,48.625,117.625,0.01
2013063021,48.625,117.875,0.04
2013063021,48.625,123.125,0.26
2013063021,48.625,123.375,0.72
2013063021,48.625,123.625,2.64
2013063021,48.625,123.875,5.03
2013063021,48.625,124.125,8.24
2013063021,48.625,124.375,9.61
2013063021,48.625,124.625,2.16
2013063021,48.625,124.875,1.29
2013063021,48.625,125.125,0.18
2013063021,48.625,125.375,0.00
2013063021,48.375,30.125,0.07
2013063021,48.375,30.375,0.22
2013063021,48.375,30.625,0.64
2013063021,48.375,31.375,0.61
2013063021,48.375,31.625,0.80
2013063021,48.375,31.875,3.44
2013063021,48.375,32.125,2.53
2013063021,48.375,32.375,10.54
2013063021,48.375,32.625,1.06
2013063021,48.375,32.875,2.01
2013063021,48.375,33.125,3.19
2013063021,48.375,33.375,2.91
2013063021,48.375,33.625,1.46
2013063021,48.375,33.875,0.57
2013063021,48.375,34.125,0.27
2013063021,48.375,34.375,0.05
2013063021,48.375,35.875,0.03
2013063021,48.375,110.375,0.09
2013063021,48.375,117.875,0.02
2013063021,48.375,123.125,9.73
2013063021,48.375,123.375,4.26
2013063021,48.375,123.625,7.70
2013063021,48.375,123.875,5.53
2013063021,48.375,124.125,7.86
2013063021,48.375,124.375,1.99
2013063021,48.375,124.625,1.43
2013063021,48.375,124.875,0.78
2013063021,48.375,125.125,0.10
2013063021,48.375,125.375,0.00
2013063021,48.375,134.375,0.15
2013063021,48.375,134.625,0.35
2013063021,48.375,134.875,0.43
2013063021,48.125,30.125,0.64
2013063021,48.125,31.125,1.31
2013063021,48.125,31.375,0.97
2013063021,48.125,31.625,5.90
2013063021,48.125,31.875,10.09
2013063021,48.125,32.125,47.60
2013063021,48.125,32.375,47.93
2013063021,48.125,32.625,27.92
2013063021,48.125,32.875,31.57
2013063021,48.125,33.125,32.16
2013063021,48.125,33.375,28.01
2013063021,48.125,33.625,20.08
2013063021,48.125,33.875,10.83
2013063021,48.125,34.125,4.34
2013063021,48.125,34.625,0.85
2013063021,48.125,35.875,0.39
2013063021,48.125,104.125,0.57
2013063021,48.125,109.375,1.69
2013063021,48.125,122.375,0.16
2013063021,48.125,122.625,0.01
2013063021,48.125,122.875,0.22
2013063021,48.125,123.125,1.71
2013063021,48.125,123.375,4.33
2013063021,48.125,123.625,3.33
2013063021,48.125,123.875,5.36
2013063021,48.125,124.125,7.86
2013063021,48.125,124.375,7.86
2013063021,48.125,124.625,1.09
2013063021,48.125,124.875,0.48
2013063021,48.125,125.125,0.13
2013063021,48.125,125.375,0.01
2013063021,48.125,125.625,0.00
2013063021,48.125,134.125,0.35
2013063021,48.125,134.375,0.67
2013063021,48.125,134.625,1.02
2013063021,48.125,-97.125,6.26
2013063021,47.875,30.125,0.01
2013063021,47.875,30.375,0.05
2013063021,47.875,30.625,2.26
2013063021,47.875,30.875,0.05
2013063021,47.875,31.625,25.63
2013063021,47.875,31.875,10.27
2013063021,47.875,32.125,23.47
2013063021,47.875,32.375,34.11
2013063021,47.875,32.625,43.30
2013063021,47.875,32.875,56.52
2013063021,47.875,33.125,63.53
2013063021,47.875,33.375,42.68
2013063021,47.875,33.625,28.63
2013063021,47.875,33.875,9.06
2013063021,47.875,34.125,0.04
2013063021,47.875,36.125,0.06
2013063021,47.875,36.375,0.04
2013063021,47.875,103.375,0.00
2013063021,47.875,109.625,6.10
2013063021,47.875,122.625,0.47
2013063021,47.875,122.875,1.27
2013063021,47.875,123.125,33.45
2013063021,47.875,123.375,6.28
2013063021,47.875,123.625,3.92
2013063021,47.875,123.875,12.33
2013063021,47.875,124.125,14.89
2013063021,47.875,124.375,7.12
2013063021,47.875,124.625,0.78
2013063021,47.875,124.875,0.39
2013063021,47.875,125.125,0.15
2013063021,47.875,125.375,0.02
2013063021,47.875,125.625,0.00
2013063021,47.875,133.875,0.13
2013063021,47.875,134.125,0.73
2013063021,47.875,134.375,1.15
2013063021,47.875,134.625,1.43
2013063021,47.875,134.875,1.59
2013063021,47.875,-96.875,6.66
2013063021,47.625,29.875,0.00
2013063021,47.625,30.125,0.08
2013063021,47.625,30.375,2.91
2013063021,47.625,30.625,6.34
2013063021,47.625,30.875,5.04
2013063021,47.625,31.125,0.55
2013063021,47.625,31.375,0.27
2013063021,47.625,31.625,10.35
2013063021,47.625,31.875,14.32
2013063021,47.625,32.125,31.59
2013063021,47.625,32.375,41.66
2013063021,47.625,32.625,45.80
2013063021,47.625,32.875,45.80
2013063021,47.625,33.125,49.52
2013063021,47.625,33.375,39.10
2013063021,47.625,33.625,24.63
2013063021,47.625,33.875,0.55
2013063021,47.625,34.875,0.00
2013063021,47.625,35.125,0.20
2013063021,47.625,36.125,0.00
2013063021,47.625,36.375,0.00
2013063021,47.625,111.625,0.04
2013063021,47.625,111.875,0.09
2013063021,47.625,122.625,1.27
2013063021,47.625,122.875,2.36
2013063021,47.625,123.125,4.22
2013063021,47.625,123.375,18.48
2013063021,47.625,123.625,3.77
2013063021,47.625,123.875,4.86
2013063021,47.625,124.125,4.86
2013063021,47.625,124.375,10.61
2013063021,47.625,124.625,14.49
2013063021,47.625,124.875,15.65
2013063021,47.625,125.125,2.13
2013063021,47.625,125.375,0.00
2013063021,47.625,126.125,0.88
2013063021,47.625,126.375,0.64
2013063021,47.625,127.375,0.00
2013063021,47.625,130.625,0.02
2013063021,47.625,130.875,0.00
2013063021,47.625,131.125,0.03
2013063021,47.625,131.375,0.01
2013063021,47.625,134.125,0.06
2013063021,47.625,134.375,0.13
2013063021,47.625,134.625,0.10
2013063021,47.625,-97.625,0.00
2013063021,47.625,-96.875,9.41
2013063021,47.375,27.625,0.00
2013063021,47.375,29.875,0.03
2013063021,47.375,30.125,0.13
2013063021,47.375,30.375,2.77
2013063021,47.375,30.625,5.84
2013063021,47.375,30.875,17.53
2013063021,47.375,31.125,0.25
2013063021,47.375,31.875,5.41
2013063021,47.375,32.125,29.98
2013063021,47.375,32.375,39.37
2013063021,47.375,32.625,41.77
2013063021,47.375,32.875,39.10
2013063021,47.375,33.125,40.22
2013063021,47.375,33.375,30.34
2013063021,47.375,33.625,18.63
2013063021,47.375,33.875,3.26
2013063021,47.375,34.125,0.37
2013063021,47.375,115.125,0.19
2013063021,47.375,115.375,0.04
2013063021,47.375,116.375,0.03
2013063021,47.375,122.375,0.22
2013063021,47.375,122.625,0.57
2013063021,47.375,122.875,4.14
2013063021,47.375,123.125,21.73
2013063021,47.375,123.375,53.08
2013063021,47.375,123.625,9.95
2013063021,47.375,123.875,3.47
2013063021,47.375,124.125,2.26
2013063021,47.375,124.375,5.30
2013063021,47.375,124.625,5.90
2013063021,47.375,124.875,5.25
2013063021,47.375,125.125,6.94
2013063021,47.375,125.375,9.36
2013063021,47.375,125.625,1.17
2013063021,47.375,127.125,0.15
2013063021,47.375,127.375,0.39
2013063021,47.375,130.375,0.35
2013063021,47.125,29.875,0.00
2013063021,47.125,30.125,0.10
2013063021,47.125,30.375,0.21
2013063021,47.125,30.625,8.88
2013063021,47.125,30.875,10.43
2013063021,47.125,32.125,3.53
2013063021,47.125,32.375,16.12
2013063021,47.125,32.625,17.50
2013063021,47.125,32.875,16.25
2013063021,47.125,33.125,8.74
2013063021,47.125,33.375,5.32
2013063021,47.125,33.625,2.32
2013063021,47.125,39.125,3.30
2013063021,47.125,120.625,0.03
2013063021,47.125,120.875,0.00
2013063021,47.125,122.125,0.44
2013063021,47.125,122.375,2.35
2013063021,47.125,122.625,6.24
2013063021,47.125,122.875,7.01
2013063021,47.125,123.125,10.74
2013063021,47.125,123.375,7.47
2013063021,47.125,123.625,28.29
2013063021,47.125,123.875,7.01
2013063021,47.125,124.125,7.79
2013063021,47.125,124.375,3.03
2013063021,47.125,124.625,1.45
2013063021,47.125,124.875,4.63
2013063021,47.125,125.125,4.22
2013063021,47.125,125.375,9.04
2013063021,47.125,125.625,5.68
2013063021,47.125,125.875,5.68
2013063021,47.125,126.125,1.90
2013063021,47.125,126.375,2.02
2013063021,47.125,126.625,0.05
2013063021,47.125,126.875,0.31
2013063021,47.125,127.125,1.02
2013063021,47.125,127.375,1.51
2013063021,47.125,130.125,0.10
2013063021,47.125,-96.875,4.89
2013063021,46.875,30.625,0.03
2013063021,46.875,116.125,1.51
2013063021,46.875,117.875,0.02
2013063021,46.875,118.125,1.79
2013063021,46.875,118.375,0.33
2013063021,46.875,118.625,0.39
2013063021,46.875,118.875,0.39
2013063021,46.875,119.375,0.45
2013063021,46.875,119.625,0.59
2013063021,46.875,119.875,1.11
2013063021,46.875,121.125,0.00
2013063021,46.875,121.375,1.44
2013063021,46.875,121.625,1.14
2013063021,46.875,121.875,1.22
2013063021,46.875,122.125,4.22
2013063021,46.875,122.375,16.83
2013063021,46.875,122.625,21.92
2013063021,46.875,122.875,9.84
2013063021,46.875,123.125,35.74
2013063021,46.875,123.375,51.46
2013063021,46.875,123.625,92.48
2013063021,46.875,123.875,5.47
2013063021,46.875,124.125,13.86
2013063021,46.875,124.375,12.22
2013063021,46.875,124.625,7.49
2013063021,46.875,124.875,1.06
2013063021,46.875,125.125,1.35
2013063021,46.875,125.375,4.12
2013063021,46.875,125.625,41.92
2013063021,46.875,125.875,8.88
2013063021,46.875,126.125,9.60
2013063021,46.875,126.375,10.41
2013063021,46.875,126.625,11.07
2013063021,46.875,126.875,6.57
2013063021,46.875,127.125,2.53
2013063021,46.875,127.375,2.72
2013063021,46.875,127.625,2.16
2013063021,46.875,127.875,0.96
2013063021,46.875,-97.125,2.09
2013063021,46.875,-96.875,51.26
2013063021,46.875,-96.125,0.00
2013063021,46.625,30.375,2.22
2013063021,46.625,30.625,0.01
2013063021,46.625,114.875,1.64
2013063021,46.625,115.125,6.60
2013063021,46.625,115.875,0.15
2013063021,46.625,116.125,0.11
2013063021,46.625,116.375,0.68
2013063021,46.625,117.875,0.37
2013063021,46.625,118.125,4.63
2013063021,46.625,118.375,6.00
2013063021,46.625,118.625,0.27
2013063021,46.625,118.875,0.39
2013063021,46.625,119.375,1.87
2013063021,46.625,119.625,2.91
2013063021,46.625,119.875,6.64
2013063021,46.625,120.125,1.81
2013063021,46.625,120.375,1.63
2013063021,46.625,120.875,0.00
2013063021,46.625,121.625,1.65
2013063021,46.625,122.125,0.31
2013063021,46.625,122.375,3.99
2013063021,46.625,122.625,14.36
2013063021,46.625,122.875,20.71
2013063021,46.625,123.125,48.03
2013063021,46.625,123.375,44.80
2013063021,46.625,123.625,3.05
2013063021,46.625,123.875,7.01
2013063021,46.625,124.125,6.13
2013063021,46.625,124.375,13.97
2013063021,46.625,124.625,8.56
2013063021,46.625,124.875,5.25
2013063021,46.625,125.125,7.65
2013063021,46.625,125.375,62.14
2013063021,46.625,125.625,57.06
2013063021,46.625,125.875,11.32
2013063021,46.625,126.125,13.86
2013063021,46.625,126.375,16.10
2013063021,46.625,126.625,14.63
2013063021,46.625,126.875,7.75
2013063021,46.625,127.125,1.82
2013063021,46.625,127.375,1.59
2013063021,46.625,127.625,0.96
2013063021,46.625,-96.125,0.00
2013063021,46.375,25.875,0.02
2013063021,46.375,114.875,0.00
2013063021,46.375,118.375,0.04
2013063021,46.375,118.625,0.07
2013063021,46.375,118.875,0.45
2013063021,46.375,119.125,0.03
2013063021,46.375,119.375,4.27
2013063021,46.375,119.625,6.33
2013063021,46.375,119.875,7.83
2013063021,46.375,120.125,3.72
2013063021,46.375,120.375,3.87
2013063021,46.375,121.625,0.06
2013063021,46.375,122.125,0.59
2013063021,46.375,122.375,4.09
2013063021,46.375,122.875,1.22
2013063021,46.375,123.125,52.57
2013063021,46.375,123.375,44.02
2013063021,46.375,123.625,4.90
2013063021,46.375,123.875,5.48
2013063021,46.375,124.125,7.57
2013063021,46.375,124.375,3.75
2013063021,46.375,124.625,6.34
2013063021,46.375,124.875,13.21
2013063021,46.375,125.125,7.47
2013063021,46.375,125.375,9.12
2013063021,46.375,125.625,48.07
2013063021,46.375,125.875,47.56
2013063021,46.375,126.125,17.53
2013063021,46.375,126.375,31.54
2013063021,46.375,126.625,17.80
2013063021,46.375,126.875,13.86
2013063021,46.375,127.125,0.73
2013063021,46.375,127.375,0.28
2013063021,46.375,127.625,0.03
2013063021,46.375,127.875,0.00
2013063021,46.375,-64.875,0.07
2013063021,46.125,7.375,0.00
2013063021,46.125,26.125,0.30
2013063021,46.125,117.375,0.45
2013063021,46.125,118.625,0.22
2013063021,46.125,118.875,1.22
2013063021,46.125,119.125,0.28
2013063021,46.125,119.375,3.64
2013063021,46.125,119.625,6.33
2013063021,46.125,119.875,11.09
2013063021,46.125,120.125,4.81
2013063021,46.125,120.375,2.99
2013063021,46.125,120.625,0.00
2013063021,46.125,121.625,0.62
2013063021,46.125,121.875,0.43
2013063021,46.125,122.125,3.33
2013063021,46.125,122.375,5.76
2013063021,46.125,122.625,1.85
2013063021,46.125,123.125,3.13
2013063021,46.125,123.375,5.23
2013063021,46.125,123.625,7.55
2013063021,46.125,123.875,25.96
2013063021,46.125,124.125,8.41
2013063021,46.125,124.625,2.78
2013063021,46.125,124.875,2.91
2013063021,46.125,125.125,29.84
2013063021,46.125,125.375,10.58
2013063021,46.125,125.625,12.07
2013063021,46.125,125.875,13.34
2013063021,46.125,126.125,14.12
2013063021,46.125,126.375,31.42
2013063021,46.125,126.625,12.69
2013063021,46.125,126.875,3.05
2013063021,46.125,127.125,0.00
2013063021,46.125,127.375,0.21
2013063021,46.125,127.625,0.57
2013063021,45.875,29.625,0.01
2013063021,45.875,30.125,1.56
2013063021,45.875,79.875,1.72
2013063021,45.875,80.125,1.22
2013063021,45.875,117.125,1.14
2013063021,45.875,117.375,1.50
2013063021,45.875,118.625,0.01
2013063021,45.875,118.875,0.08
2013063021,45.875,119.125,1.41
2013063021,45.875,119.375,0.59
2013063021,45.875,119.625,2.05
2013063021,45.875,119.875,9.96
2013063021,45.875,120.125,9.96
2013063021,45.875,120.375,10.41
2013063021,45.875,120.625,3.90
2013063021,45.875,120.875,4.16
2013063021,45.875,121.125,6.24
2013063021,45.875,121.375,6.24
2013063021,45.875,121.625,4.88
2013063021,45.875,121.875,0.12
2013063021,45.875,122.125,0.67
2013063021,45.875,122.375,5.03
2013063021,45.875,122.625,3.27
2013063021,45.875,122.875,6.75
2013063021,45.875,123.125,13.09
2013063021,45.875,123.375,31.24
2013063021,45.875,123.625,24.05
2013063021,45.875,123.875,15.15
2013063021,45.875,124.125,10.58
2013063021,45.875,124.625,3.63
2013063021,45.875,124.875,3.92
2013063021,45.875,125.125,10.58
2013063021,45.875,125.375,11.57
2013063021,45.875,125.625,11.57
2013063021,45.875,125.875,11.07
2013063021,45.875,126.125,27.87
2013063021,45.875,126.375,9.91
2013063021,45.875,126.625,4.85
2013063021,45.875,126.875,0.24
2013063021,45.875,127.375,1.57
2013063021,45.875,127.625,14.31
2013063021,45.875,127.875,14.29
2013063021,45.875,128.125,4.43
2013063021,45.875,128.375,0.00
2013063021,45.875,128.625,0.34
2013063021,45.875,132.875,0.01
2013063021,45.875,133.125,0.01
2013063021,45.625,33.375,0.64
2013063021,45.625,33.625,0.01
2013063021,45.625,118.625,0.93
2013063021,45.625,119.625,0.71
2013063021,45.625,119.875,1.66
2013063021,45.625,120.125,7.79
2013063021,45.625,120.375,22.50
2013063021,45.625,120.625,29.36
2013063021,45.625,120.875,5.53
2013063021,45.625,121.125,0.16
2013063021,45.625,121.625,0.12
2013063021,45.625,121.875,0.02
2013063021,45.625,122.125,0.35
2013063021,45.625,122.375,0.43
2013063021,45.625,122.625,6.39
2013063021,45.625,122.875,8.43
2013063021,45.625,123.125,40.99
2013063021,45.625,123.375,19.13
2013063021,45.625,123.625,19.94
2013063021,45.625,124.375,4.86
2013063021,45.625,124.625,10.83
2013063021,45.625,124.875,56.16
2013063021,45.625,125.125,93.11
2013063021,45.625,125.375,51.38
2013063021,45.625,125.625,7.47
2013063021,45.625,126.375,0.57
2013063021,45.625,126.625,0.07
2013063021,45.625,126.875,1.61
2013063021,45.625,127.875,1.01
2013063021,45.625,128.125,0.60
2013063021,45.625,128.375,2.70
2013063021,45.625,128.625,2.02
2013063021,45.375,117.375,0.47
2013063021,45.375,117.625,0.07
2013063021,45.375,117.875,14.80
2013063021,45.375,118.125,0.64
2013063021,45.375,119.625,0.06
2013063021,45.375,119.875,0.65
2013063021,45.375,120.125,6.36
2013063021,45.375,120.375,9.84
2013063021,45.375,120.625,13.37
2013063021,45.375,120.875,14.96
2013063021,45.375,121.125,1.69
2013063021,45.375,121.375,2.66
2013063021,45.375,121.625,0.04
2013063021,45.375,121.875,0.01
2013063021,45.375,122.125,0.35
2013063021,45.375,122.375,4.70
2013063021,45.375,122.625,14.96
2013063021,45.375,122.875,15.67
2013063021,45.375,123.125,13.58
2013063021,45.375,123.375,13.80
2013063021,45.375,123.625,22.39
2013063021,45.375,123.875,11.44
2013063021,45.375,124.125,8.05
2013063021,45.375,124.625,75.66
2013063021,45.375,124.875,9.60
2013063021,45.375,125.125,77.28
2013063021,45.375,125.375,50.96
2013063021,45.375,125.625,5.19
2013063021,45.375,125.875,0.22
2013063021,45.375,126.125,0.10
2013063021,45.375,126.375,0.00
2013063021,45.375,126.625,0.22
2013063021,45.375,126.875,13.63
2013063021,45.375,127.125,0.03
2013063021,45.375,127.875,0.77
2013063021,45.375,128.125,33.56
2013063021,45.375,128.375,5.95
2013063021,45.375,130.625,3.63
2013063021,45.375,130.875,15.79
2013063021,45.375,131.125,2.15
2013063021,45.375,-74.875,3.40
2013063021,45.125,80.125,0.22
2013063021,45.125,80.375,0.27
2013063021,45.125,117.875,0.34
2013063021,45.125,119.375,0.17
2013063021,45.125,119.625,3.75
2013063021,45.125,119.875,1.22
2013063021,45.125,120.125,4.54
2013063021,45.125,120.375,5.03
2013063021,45.125,120.625,4.07
2013063021,45.125,120.875,4.22
2013063021,45.125,121.125,3.02
2013063021,45.125,121.375,4.60
2013063021,45.125,121.625,5.62
2013063021,45.125,121.875,6.88
2013063021,45.125,122.125,20.75
2013063021,45.125,122.375,23.21
2013063021,45.125,122.625,26.25
2013063021,45.125,122.875,16.93
2013063021,45.125,123.125,15.57
2013063021,45.125,123.375,13.80
2013063021,45.125,123.625,12.05
2013063021,45.125,123.875,8.71
2013063021,45.125,124.125,5.36
2013063021,45.125,124.625,17.50
2013063021,45.125,124.875,25.84
2013063021,45.125,125.125,3.44
2013063021,45.125,125.375,2.70
2013063021,45.125,125.625,0.17
2013063021,45.125,125.875,0.03
2013063021,45.125,126.125,8.14
2013063021,45.125,126.375,26.76
2013063021,45.125,126.625,51.65
2013063021,45.125,126.875,56.73
2013063021,45.125,127.125,0.00
2013063021,45.125,127.375,12.69
2013063021,45.125,127.625,16.02
2013063021,45.125,127.875,31.04
2013063021,45.125,128.125,0.46
2013063021,45.125,128.375,38.49
2013063021,45.125,128.625,9.38
2013063021,45.125,128.875,3.55
2013063021,45.125,129.125,0.16
2013063021,45.125,129.375,0.12
2013063021,45.125,130.125,1.04
2013063021,45.125,130.625,1.19
2013063021,45.125,-74.625,1.39
2013063021,44.875,119.125,0.20
2013063021,44.875,119.375,4.45
2013063021,44.875,119.625,5.38
2013063021,44.875,119.875,1.75
2013063021,44.875,120.125,0.67
2013063021,44.875,120.375,0.67
2013063021,44.875,120.625,0.35
2013063021,44.875,120.875,0.57
2013063021,44.875,121.125,1.43
2013063021,44.875,121.375,9.86
2013063021,44.875,121.625,13.22
2013063021,44.875,121.875,17.27
2013063021,44.875,122.125,31.57
2013063021,44.875,122.375,35.26
2013063021,44.875,122.625,36.68
2013063021,44.875,122.875,33.84
2013063021,44.875,123.125,16.70
2013063021,44.875,123.375,3.75
2013063021,44.875,123.625,2.16
2013063021,44.875,123.875,0.85
2013063021,44.875,124.125,0.08
2013063021,44.875,124.375,0.97
2013063021,44.875,124.625,0.27
2013063021,44.875,124.875,1.01
2013063021,44.875,125.125,0.77
2013063021,44.875,125.375,0.03
2013063021,44.875,125.625,4.00
2013063021,44.875,125.875,6.28
2013063021,44.875,126.125,0.29
2013063021,44.875,126.375,0.15
2013063021,44.875,126.625,0.03
2013063021,44.875,126.875,0.00
2013063021,44.875,127.125,42.69
2013063021,44.875,127.375,87.71
2013063021,44.875,127.625,60.40
2013063021,44.875,127.875,28.49
2013063021,44.875,128.375,17.53
2013063021,44.875,128.625,27.74
2013063021,44.875,129.125,0.12
2013063021,44.875,129.375,0.08
2013063021,44.875,129.625,9.01
2013063021,44.875,129.875,23.88
2013063021,44.625,119.375,2.17
2013063021,44.625,119.625,0.08
2013063021,44.625,119.875,1.06
2013063021,44.625,120.125,1.54
2013063021,44.625,120.375,0.00
2013063021,44.625,120.625,0.00
2013063021,44.625,120.875,0.02
2013063021,44.625,121.125,3.77
2013063021,44.625,121.375,7.33
2013063021,44.625,121.625,14.20
2013063021,44.625,121.875,17.35
2013063021,44.625,122.125,30.88
2013063021,44.625,122.375,16.39
2013063021,44.625,122.625,16.70
2013063021,44.625,122.875,14.23
2013063021,44.625,123.125,2.44
2013063021,44.625,123.375,1.15
2013063021,44.625,123.625,0.28
2013063021,44.625,123.875,0.00
2013063021,44.625,124.625,0.07
2013063021,44.625,125.125,1.14
2013063021,44.625,125.375,0.03
2013063021,44.625,125.625,0.01
2013063021,44.625,125.875,17.75
2013063021,44.625,126.125,4.34
2013063021,44.625,126.375,6.41
2013063021,44.625,126.625,29.41
2013063021,44.625,126.875,2.47
2013063021,44.625,127.125,11.55
2013063021,44.625,127.375,4.40
2013063021,44.625,127.625,1.10
2013063021,44.625,127.875,11.87
2013063021,44.625,128.125,12.52
2013063021,44.625,129.125,6.09
2013063021,44.625,129.375,0.29
2013063021,44.625,129.625,11.34
2013063021,44.625,129.875,0.00
2013063021,44.375,24.375,0.00
2013063021,44.375,24.625,0.00
2013063021,44.375,24.875,0.66
2013063021,44.375,120.375,0.09
2013063021,44.375,120.625,0.25
2013063021,44.375,120.875,0.69
2013063021,44.375,121.125,2.34
2013063021,44.375,121.375,7.66
2013063021,44.375,121.625,13.41
2013063021,44.375,121.875,14.32
2013063021,44.375,122.125,18.06
2013063021,44.375,122.375,9.87
2013063021,44.375,122.625,1.59
2013063021,44.375,122.875,0.90
2013063021,44.375,123.125,0.18
2013063021,44.375,123.375,0.00
2013063021,44.375,124.375,0.00
2013063021,44.375,125.125,0.81
2013063021,44.375,125.375,0.07
2013063021,44.375,126.375,0.06
2013063021,44.375,126.625,0.01
2013063021,44.375,127.875,8.42
2013063021,44.375,128.625,0.00
2013063021,44.375,128.875,14.39
2013063021,44.375,129.125,30.63
2013063021,44.375,129.375,1.46
2013063021,44.375,129.625,8.28
2013063021,44.125,24.375,0.37
2013063021,44.125,24.625,2.70
2013063021,44.125,24.875,2.36
2013063021,44.125,120.875,0.04
2013063021,44.125,121.125,0.54
2013063021,44.125,121.375,1.99
2013063021,44.125,121.625,7.59
2013063021,44.125,121.875,7.01
2013063021,44.125,122.125,3.88
2013063021,44.125,122.375,0.34
2013063021,44.125,122.625,0.18
2013063021,44.125,122.875,0.02
2013063021,44.125,124.875,2.41
2013063021,44.125,125.125,7.27
2013063021,44.125,125.375,0.01
2013063021,44.125,128.125,0.01
2013063021,44.125,128.375,0.06
2013063021,44.125,128.625,0.08
2013063021,44.125,128.875,20.61
2013063021,44.125,129.125,0.00
2013063021,43.875,24.375,0.05
2013063021,43.875,24.625,2.24
2013063021,43.875,24.875,0.95
2013063021,43.875,70.125,3.32
2013063021,43.875,70.375,0.01
2013063021,43.875,83.375,0.05
2013063021,43.875,120.375,0.02
2013063021,43.875,121.625,0.03
2013063021,43.875,125.125,1.10
2013063021,43.875,127.375,0.48
2013063021,43.875,127.625,0.08
2013063021,43.875,128.125,0.06
2013063021,43.875,128.375,13.37
2013063021,43.875,128.625,0.12
2013063021,43.875,128.875,0.06
2013063021,43.625,22.875,0.89
2013063021,43.625,24.125,0.09
2013063021,43.625,24.375,1.91
2013063021,43.625,24.625,0.98
2013063021,43.625,70.125,15.44
2013063021,43.625,119.125,0.22
2013063021,43.625,124.375,33.77
2013063021,43.625,124.875,0.48
2013063021,43.625,125.125,0.29
2013063021,43.625,125.625,0.03
2013063021,43.625,127.375,0.05
2013063021,43.625,128.125,1.26
2013063021,43.625,128.375,0.77
2013063021,43.375,16.125,2.40
2013063021,43.375,22.625,0.84
2013063021,43.375,22.875,3.33
2013063021,43.375,23.125,0.85
2013063021,43.375,24.125,0.00
2013063021,43.375,24.375,0.31
2013063021,43.375,24.875,0.02
2013063021,43.375,116.625,0.09
2013063021,43.375,119.125,0.67
2013063021,43.375,124.625,1.94
2013063021,43.375,124.875,0.03
2013063021,43.375,125.125,0.15
2013063021,43.375,125.625,0.01
